date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:06	15944/15944	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202024%2006:32:00%20GMT	https://arvindproteins.com/upload/aboutus/about-img-2-1625281178.jpg	D:/download_websites/Minalagreeexport/arvindproteins.com/upload/aboutus/about-img-2-1625281178.jpg	(from https://arvindproteins.com/)
14:09:06	3512/3512	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:31:18%20GMT	https://arvindproteins.com/images/experience.png	D:/download_websites/Minalagreeexport/arvindproteins.com/images/experience.png	(from https://arvindproteins.com/)
14:09:06	2377/2377	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:31:12%20GMT	https://arvindproteins.com/images/production.png	D:/download_websites/Minalagreeexport/arvindproteins.com/images/production.png	(from https://arvindproteins.com/)
14:09:06	2221/2221	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:31:13%20GMT	https://arvindproteins.com/images/process.png	D:/download_websites/Minalagreeexport/arvindproteins.com/images/process.png	(from https://arvindproteins.com/)
14:09:07	3516/3516	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:31:13%20GMT	https://arvindproteins.com/images/customers.png	D:/download_websites/Minalagreeexport/arvindproteins.com/images/customers.png	(from https://arvindproteins.com/)
14:09:07	243667/243667	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202024%2006:31:58%20GMT	https://arvindproteins.com/upload/accreditation/apeda-certificate-1625292744.jpg	D:/download_websites/Minalagreeexport/arvindproteins.com/upload/accreditation/apeda-certificate-1625292744.jpg	(from https://arvindproteins.com/)
14:09:08	19501/19501	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:31:59%20GMT	https://arvindproteins.com/upload/accreditation/iso-1625292768.png	D:/download_websites/Minalagreeexport/arvindproteins.com/upload/accreditation/iso-1625292768.png	(from https://arvindproteins.com/)
14:09:08	309569/309569	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202024%2006:31:59%20GMT	https://arvindproteins.com/upload/accreditation/iso-1625292768.jpg	D:/download_websites/Minalagreeexport/arvindproteins.com/upload/accreditation/iso-1625292768.jpg	(from https://arvindproteins.com/)
14:09:08	16313/16313	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:31:58%20GMT	https://arvindproteins.com/upload/accreditation/fssai-1625292799.png	D:/download_websites/Minalagreeexport/arvindproteins.com/upload/accreditation/fssai-1625292799.png	(from https://arvindproteins.com/)
14:09:08	251321/251321	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202024%2006:31:58%20GMT	https://arvindproteins.com/upload/accreditation/fssai-1625292799.jpg	D:/download_websites/Minalagreeexport/arvindproteins.com/upload/accreditation/fssai-1625292799.jpg	(from https://arvindproteins.com/)
14:09:09	24029/24029	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202025%2008:39:08%20GMT	https://arvindproteins.com/careers	D:/download_websites/Minalagreeexport/arvindproteins.com/careers.html	(from https://arvindproteins.com/)
14:09:09	48864/48864	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202024%2006:31:11%20GMT	https://arvindproteins.com/images/footer-bg.jpg	D:/download_websites/Minalagreeexport/arvindproteins.com/images/footer-bg.jpg	(from https://arvindproteins.com/)
14:09:09	85582/85582	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Jun%202021%2005:15:08%20GMT	https://arvindproteins.com/js/jquery-2.2.4.min.js	D:/download_websites/Minalagreeexport/arvindproteins.com/js/jquery-2.2.4.min.js	(from https://arvindproteins.com/)
14:09:09	21009/21009	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Jun%202021%2005:15:08%20GMT	https://arvindproteins.com/js/popper.min.js	D:/download_websites/Minalagreeexport/arvindproteins.com/js/popper.min.js	(from https://arvindproteins.com/)
14:09:10	61899/61899	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Jun%202021%2005:15:08%20GMT	https://arvindproteins.com/js/bootstrap.min.js	D:/download_websites/Minalagreeexport/arvindproteins.com/js/bootstrap.min.js	(from https://arvindproteins.com/)
14:09:10	44348/44348	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Jun%202021%2005:15:08%20GMT	https://arvindproteins.com/js/owl.carousel.min.js	D:/download_websites/Minalagreeexport/arvindproteins.com/js/owl.carousel.min.js	(from https://arvindproteins.com/)
